student id,Gender,Aptitude Test,GRE Score,University Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Campus Name,Program,Session,Race,Country,Financial Aid,Transfer Student,Full-Time
452-59-9691,Male,GRE,332.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,MBA,FA22,Arabs,Saudi Arabia,Yes,No,No
993-91-2258,Male,GRE,323.0,Pass,3.25-3.49,Yes,Off-Campus,No,Indiana Wesleyan UniversityIWU- Florence Education Center,IELP/EDUC,SP22,Asian,India,No,Yes,No
472-81-9034,Male,GRE,332.0,Top 10,3.00-3.24,No,College Owned/Operated,No,Governors State University,UG,SM22,Kazakhs,Kazakhstan,Yes,No,Yes
246-07-7802,Female,GRE,328.0,Pass,3.00-3.24,Yes,Off-Campus,No,Shaw UniversityShaw University,TESOL,SP22,White Irish,Ireland,No,Yes,No
513-58-7473,Female,GRE,328.0,Pass,3.00-3.24,Yes,Off-Campus,No,ASA College - Manhattan Extension Center,HINF,FA21,Asian,Pakistan,No,Yes,No
540-03-0156,Male,GRE,318.0,Pass,1.0-1.99,Yes,Off-Campus,No,New York Institute of TechnologyNYIT - Manhattan Campus,MHSI,SP22,Voltaiques,Cote D'Ivoire,No,Yes,No
392-34-9675,Male,GRE,327.0,Pass,3.25-3.49,Yes,Off-Campus,No,Gulf Language School / North American University,IELP/MSASA,SM22,Asian,Pakistan,No,Yes,No
234-32-8351,Male,GRE,311.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,MSHI,FA21,Persians,Iran,Yes,No,Yes
992-83-2085,Male,GRE,314.0,Top Quarter,3.75+,No,College Owned/Operated,No,INTERNATIONAL AMERICAN UNIVERSITYLos Angeles Main Campus,IELP/EDUC,FA22,African,Congo,Yes,No,Yes
131-38-3374,Female,GRE,306.0,Pass,3.25-3.49,Yes,Off-Campus,No,Piedmont Technical College,UNDG,SM22,Arabs,Jordan,No,Yes,No
558-46-9477,Male,GRE,303.0,Pass,3.25-3.49,Yes,Off-Campus,No,Brookdale Community CollegeBrookdale Community College,IELP/MBA,FA21,Akan ,Ghana,No,Yes,No
706-91-6503,Female,GRE,317.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of the PotomacUniversity of the Potomac,UNDG,FA22,Arabs,Saudi Arabia,No,Yes,No
904-44-5113,Male,GRE,290.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,"New York General Consulting, Inc.",UNDG,SP22,White Irish,Ireland,Yes,No,No
260-59-5383,Male,GRE,333.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,IELP/HINF,FA21,Arabs,Jordan,Yes,No,Yes
682-82-5043,Female,GRE,299.0,Pass,2.50-2.99,Yes,Off-Campus,No,Community College of VermontCCV Winooski,EDUC,FA22,Chhetri ,Nepal,No,Yes,No
328-85-7387,Male,GRE,332.0,Pass,1.0-1.99,Yes,Off-Campus,No,ASA College - Manhattan Extension Center,IELP/UNDG,FA21,Asian,China,No,Yes,No
910-03-6713,Male,GRE,300.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Campbellsville UniversityCampbellsville University - Louisville,UG,FA22,Kinh,Vietnam,Yes,No,Yes
358-02-0059,Male,GRE,314.0,Pass,3.25-3.49,Yes,Off-Campus,No,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",ENVM,SM22,Arabs,Morocco,No,Yes,No
628-92-4005,Female,GRE,317.0,Pass,3.25-3.49,Yes,Off-Campus,No,Governors State University,IELP ,FA21,Asian,China,No,Yes,No
784-19-3504,Male,GRE,290.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,INTERNATIONAL AMERICAN UNIVERSITYLos Angeles Main Campus,MHSI,FA21,Persians,Iran,Yes,No,Yes
897-15-0592,Not Disclosed,GRE,305.0,Bottom Half,3.75+,No,College Owned/Operated,No,Old Dominion UniversityOld Dominion University,IELP/HINF,SM22,Persians,Iran,Yes,No,Yes
963-84-2373,Male,GRE,304.0,Top 10,3.25-3.49,No,Off-Campus,No,Trine UniversityTrine University-Detroit MI Regional Ctr,IELP,SP22,White Irish,Ireland,Yes,No,Yes
505-41-8928,Male,GRE,309.0,Top 10,3.00-3.24,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,MBA,FA21,Kazakhs,Kazakhstan,Yes,No,Yes
988-58-6180,Male,GRE,293.0,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,Lindsey Wilson College,MSASA,FA21,Persians,Iran,Yes,No,Yes
136-97-7277,Female,GRE,329.0,Pass,3.00-3.24,Yes,Off-Campus,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,MAE,SM22,Asian,India,No,Yes,No
537-83-7751,Male,GRE,300.0,Pass,3.00-3.24,Yes,Off-Campus,No,Western Illinois UniversityWestern Illinois University,IELP ,FA21,Asian,India,No,Yes,No
470-61-6408,Male,GRE,332.0,Top Half,3.00-3.24,No,Off-Campus,Yes,Language Systems International,MSHI,SP22,White Irish,Ireland,Yes,No,No
299-91-7617,Female,GRE,330.0,Bottom Half,3.75+,No,College Owned/Operated,No,Wayne County Community College DistrictWayne County Community College District,IELP/ENVM,SM22,Chhetri ,Nepal,Yes,No,No
170-01-6681,Female,GRE,301.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,University of South CarolinaUniversity of South Carolina-Columbia,UG,SM22,Indo-Aryan,Bangladesh,Yes,No,Yes
665-36-2800,Female,GRE,323.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,MSASA,SM22,Asian,China,Yes,No,Yes
666-32-3230,Male,GRE,317.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of the PacificSan Francisco,EDUC,FA22,Arabs,Morocco,No,Yes,No
047-86-0742,Female,GRE,298.0,Pass,2.50-2.99,Yes,Off-Campus,No,PC Tech USA & You-Ri INC/ New York English Academy,IELP/UNDG,FA21,Akan ,Ghana,No,Yes,No
857-30-7815,Male,GRE,297.0,Top Half,2.50-2.99,No,College Owned/Operated,Yes,Harrisburg University of Science & TechnologyHarrisburg University of Science & Tech,IELP/HINF,FA21,Kinh,Vietnam,Yes,No,Yes
700-15-1629,Female,GRE,319.0,Pass,3.75+,No,Off-Campus,Yes,Lindsey Wilson CollegeLindsey Wilson College,IELP/ENVM,SP22,Chhetri ,Nepal,No,Yes,Yes
442-45-4983,Female,GRE,335.0,Pass,2.50-2.99,Yes,Off-Campus,No,Computer Systems InstituteSkokie Campus,IELP/ENVM,FA22,Filipino,Philippines,No,Yes,No
214-71-6244,Male,GRE,335.0,Top Half,3.75+,No,College Owned/Operated,No,University of the Potomac,MAE,SM22,Kinh,Vietnam,Yes,No,Yes
212-64-7392,Female,GRE,310.0,Top 10,2.50-2.99,No,College Owned/Operated,No,American Language AcademyALA Greensboro,IELP ,SP22,Kinh,Vietnam,Yes,No,No
755-04-6011,Male,GRE,310.0,Top Half,2.50-2.99,Yes,College Owned/Operated,No,Rockford UniversityRockford University,IELP/UNDG,SP22,Asian,India,Yes,No,Yes
970-50-7276,Male,GRE,290.0,Bottom Half,3.50-3.74,No,Off-Campus,No,Eastern Michigan UniversityEastern Michigan University,MAE,FA22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
316-69-7798,Not Disclosed,GRE,317.0,Top 10,3.25-3.49,No,College Owned/Operated,Yes,Wilmington UniversityWilson Graduate Center,IELP/MSESHM,FA21,Arabs,Morocco,Yes,No,Yes
866-86-4447,Female,GRE,295.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Gulf Language School / North American University,MHSI,FA21,Chhetri ,Nepal,Yes,No,No
183-33-2989,Female,GRE,304.0,Pass,3.00-3.24,Yes,Off-Campus,No,Governors State UniversityGovernors State University,IELP/TESOL,FA21,Voltaiques,Cote D'Ivoire,No,Yes,No
958-44-7766,Female,GRE,297.0,Top 10,3.00-3.24,No,College Owned/Operated,No,Wright State University,MBA,FA22,Arabs,Morocco,Yes,No,Yes
348-49-6934,Female,GRE,328.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of the CumberlandsUniversity of the Cumberlands,MSHI,FA21,Asian,Pakistan,No,Yes,No
563-79-7750,Male,GRE,330.0,Top Half,2.50-2.99,No,Off-Campus,No,University of MissouriMissouri University of Science and Techn,IELP/TESOL,FA21,Persians,Iran,Yes,No,Yes
436-69-1180,Male,GRE,331.0,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,Excel English InstituteExcel English Institute,IELP/ENVM,SM22,Persians,Iran,Yes,No,Yes
545-62-6011,Male,GRE,307.0,Pass,3.25-3.49,Yes,Off-Campus,Yes,University of BridgeportUniversity of Bridgeport,MSHI,FA22,Arabs,Jordan,No,Yes,No
636-79-5836,Female,GRE,314.0,Top 10,2.50-2.99,No,College Owned/Operated,No,Gulf Language SchoolNorth American University,IELP/UG,SM22,Asian,Pakistan,Yes,No,Yes
193-18-4914,Male,GRE,329.0,Top Quarter,3.50-3.74,No,College Owned/Operated,No,Saint Michael's College,MAE,SP22,Arabs,Morocco,Yes,No,Yes
803-66-9132,Female,GRE,333.0,Pass,2.0-2.49,Yes,Off-Campus,No,Virginia Christian UniversityVirginia Christian University,ENVM,SP22,Filipino,Philippines,No,Yes,No
135-89-9549,Male,GRE,323.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Trine UniversityTrine University-Phoenix AZ Regional Ctr,MSHI,FA21,Arabs,Jordan,Yes,No,No
381-14-9505,Male,GRE,320.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of CincinnatiUniversity of Cincinnati,IELP,FA22,Chhetri ,Nepal,No,Yes,No
055-60-3961,Female,GRE,330.0,Bottom Quarter,2.50-2.99,Yes,Off-Campus,No,Computer Systems InstituteSkokie Campus,MBA,FA21,Kazakhs,Kazakhstan,Yes,No,No
594-88-4966,Male,GRE,312.0,Top Half,3.75+,No,College Owned/Operated,No,California Preparatory CollegeCalifornia Preparatory College,ENVM,SM22,Asian,Pakistan,Yes,No,Yes
467-37-6423,Female,GRE,310.0,Pass,3.00-3.24,Yes,Off-Campus,No,Harrisburg University of Science & Technology,ENVM,FA22,Indo-Aryan,Bangladesh,No,Yes,No
686-16-8463,Female,GRE,331.0,Pass,2.50-2.99,Yes,Off-Campus,No,Brookdale Community CollegeBrookdale Community College,IELP/MSESHM,SP22,White Irish,Ireland,No,Yes,No
338-80-7690,Male,GRE,291.0,Pass,2.0-2.49,Yes,Off-Campus,No,Rivier UniversityRivier University,TESOL,FA22,Arabs,Jordan,No,Yes,No
072-19-7455,Male,GRE,316.0,Pass,3.00-3.24,Yes,Off-Campus,No,University of the Cumberlands,IELP/MSASA,FA21,Kazakhs,Kazakhstan,No,Yes,No
267-56-8438,Male,GRE,303.0,Pass,3.00-3.24,Yes,Off-Campus,No,Virginia Christian UniversityVirginia Christian University,IELP/HINF,SM22,White British,United Kingdom,No,Yes,No
315-45-3795,Not Disclosed,GRE,313.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Ivy Tech Community College of IndianaIvy Tech Community Coll - Indianapolis,MBA,SP22,Akan ,Ghana,Yes,No,Yes
443-52-2784,Male,GRE,308.0,Top Half,3.50-3.74,No,College Owned/Operated,No,Franklin UniversityFranklin University,IELP/MBA,FA21,Akan ,Ghana,Yes,No,Yes
104-09-2340,Male,GRE,314.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Monroe CollegeMonroe College1,IELP/TESOL,FA22,Akan ,Ghana,Yes,No,No
212-37-1072,Male,GRE,329.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,Franklin UniversityFranklin University,MHSI,SP22,Arabs,Morocco,Yes,No,Yes
852-12-2915,Female,GRE,335.0,Top Half,3.50-3.74,No,College Owned/Operated,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,IELP ,FA22,Kinh,Vietnam,Yes,No,Yes
006-65-5500,Male,GRE,326.0,Top Half,3.75+,No,College Owned/Operated,No,Southern Arkansas University,IELP/ENVM,FA21,Akan ,Ghana,Yes,No,No
155-78-7760,Male,GRE,307.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Harrisburg University of Science & Technology,IELP/MSASA,FA21,White Irish,Ireland,Yes,No,Yes
539-28-3243,Not Disclosed,GRE,293.0,Top Half,3.25-3.49,No,College Owned/Operated,No,University of MissouriMissouri University of Science and Techn,ENVM,FA21,White Irish,Ireland,Yes,No,Yes
437-65-1409,Male,GRE,317.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Rockford UniversityRockford University,IELP/HINF,FA22,Akan ,Ghana,Yes,No,Yes
528-09-6704,Male,GRE,315.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,IELP/ENVM,SM22,Arabs,Morocco,No,Yes,No
188-93-2351,Male,GRE,298.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Seminole State College of FloridaHeathrow Center,ENVM,SP22,Filipino,Philippines,Yes,No,No
229-44-0027,Male,GRE,327.0,Pass,3.25-3.49,Yes,Off-Campus,No,Excel English InstituteExcel English Institute,IELP/UNDG,FA21,Arabs,Jordan,No,Yes,No
933-90-1285,Female,GRE,328.0,Bottom Quarter,2.50-2.99,No,College Owned/Operated,No,New York Institute of TechnologyNYIT - Manhattan Campus,MSASA,FA21,Arabs,Saudi Arabia,Yes,No,Yes
205-32-3631,Female,GRE,332.0,Top Half,3.75+,No,College Owned/Operated,No,St. Cloud State UniversitySt. Cloud State University,IELP,FA21,White British,United Kingdom,Yes,No,Yes
524-58-9089,Female,GRE,329.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,University of Fairfax,IELP/EDUC,FA21,African,Congo,Yes,No,Yes
676-65-9951,Male,GRE,299.0,Pass,3.00-3.24,Yes,Off-Campus,No,"New York General Consulting, Inc.",IELP/ENVM,SM22,Voltaiques,Cote D'Ivoire,No,Yes,No
879-29-0754,Male,GRE,321.0,Top Half,2.50-2.99,No,College Owned/Operated,No,University of the PotomacUniversity of the Potomac1,MAE,FA21,Filipino,Philippines,Yes,No,Yes
405-24-8059,Female,GRE,323.0,Top 10,3.00-3.24,No,Off-Campus,No,Southern University and A&M CollegeSouthern University - Baton Rouge Campus,MAE,FA21,Asian,Pakistan,Yes,No,Yes
688-55-1648,Male,GRE,310.0,Pass,1.0-1.99,Yes,Off-Campus,No,Discovery School LLC dba Discovery Learning CenterDiscovery Learning Center,EDUC,SP22,African,Congo,No,Yes,No
439-52-2302,Male,GRE,303.0,Top Half,3.75+,No,College Owned/Operated,No,Eastern Michigan UniversityEastern Michigan University,HINF,SP22,White Irish,Ireland,Yes,No,Yes
793-17-8255,Female,GRE,309.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Franklin UniversityFranklin University,MSHI,FA21,African,Congo,Yes,No,No
298-09-7807,Female,GRE,310.0,Pass,3.00-3.24,Yes,Off-Campus,No,Underwood UniversityUnderwood University,IELP/ENVM,FA22,Akan ,Ghana,No,Yes,No
624-18-5143,Male,GRE,306.0,Pass,2.50-2.99,No,College Owned/Operated,No,"Saint Leo University, Inc.",UG,SP22,White Irish,Ireland,No,Yes,Yes
559-52-4244,Female,GRE,325.0,Pass,1.0-1.99,Yes,Off-Campus,No,SDSU Global CampusSan Diego State University,HINF,FA22,Kazakhs,Kazakhstan,No,Yes,No
476-74-8680,Male,GRE,332.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,NEW YORK INSTITUTE OF ENGLISH AND BUSINESSNEW YORK INST. OF ENGLISH AND BUSINESS,HINF,FA21,Arabs,Saudi Arabia,Yes,No,Yes
759-37-2720,Male,GRE,319.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,PC Tech USA & You-Ri INC/ New York English Academy,IELP/EDUC,FA22,Asian,India,Yes,No,No
452-99-7614,Female,GRE,300.0,Pass,2.50-2.99,Yes,Off-Campus,No,Savannah State UniversitySavannah State University,MBA,SP22,Arabs,Jordan,No,Yes,No
219-11-0053,Female,GRE,325.0,Bottom Half,3.00-3.24,Yes,Off-Campus,No,University of North Carolina at CharlotteUniv. of North Carolina at Charlotte,MHSI,SP22,Asian,Pakistan,Yes,No,Yes
480-82-9582,Female,GRE,296.0,Pass,1.0-1.99,Yes,Off-Campus,No,Gulf Language School / North American University,IELP/UNDG,SM22,Akan ,Ghana,No,Yes,No
060-94-3835,Male,GRE,300.0,Top Half,3.75+,No,College Owned/Operated,No,Virginia Christian UniversityVirginia Christian University,IELP/MSASA,FA22,White Irish,Ireland,Yes,No,No
272-08-8941,Female,GRE,312.0,Pass,2.0-2.49,Yes,Off-Campus,No,Dakota State UniversityDakota State University,IELP/TESOL,SP22,Filipino,Philippines,No,Yes,No
445-99-4771,Male,GRE,312.0,Top Quarter,3.25-3.49,No,College Owned/Operated,No,University of Mary Hardin-BaylorUniversity of Mary Hardin-Baylor,MHSI,SP22,Arabs,Saudi Arabia,Yes,No,Yes
352-35-7703,Trans,GRE,304.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Long Island UniversityLIU Brooklyn,IELP/TESOL,SM22,Kazakhs,Kazakhstan,Yes,No,No
261-17-8646,Female,GRE,306.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of the PotomacUniversity of the Potomac,IELP/UG,FA22,Kazakhs,Kazakhstan,No,Yes,No
736-50-1410,Male,GRE,302.0,Pass,3.00-3.24,Yes,Off-Campus,No,Gulf Language School / North American University,TESOL,SP22,African,Congo,No,Yes,No
849-07-8759,Female,GRE,313.0,Pass,2.0-2.49,Yes,Off-Campus,No,Seminole State College of FloridaHeathrow Center,IELP/MBA,FA21,Akan ,Ghana,No,Yes,No
904-25-0189,Female,GRE,314.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Oakland Community CollegeAuburn Hills Campus,UNDG,FA22,White Irish,Ireland,Yes,No,Yes
905-37-9234,Female,GRE,333.0,Pass,1.0-1.99,Yes,Off-Campus,No,New York English Academy,IELP/UG,SP22,Chhetri ,Nepal,No,Yes,No
133-74-9280,Female,GRE,302.0,Pass,2.0-2.49,Yes,Off-Campus,No,University of the PacificSan Francisco,IELP/EDUC,SM22,Persians,Iran,No,Yes,No
869-81-5042,Male,GRE,291.0,Pass,3.25-3.49,Yes,Off-Campus,No,University of North Carolina at CharlotteUniv. of North Carolina at Charlotte,ENVM,FA22,Filipino,Philippines,No,Yes,No
390-49-4526,Female,GRE,311.0,Top Half,3.75+,No,Off-Campus,No,Concordia UniversityConcordia University Wisconsin,IELP ,SP22,White Irish,Ireland,Yes,No,No
254-79-7898,Male,GRE,316.0,Top Half,3.25-3.49,No,College Owned/Operated,No,Taylor Business InstituteTaylor Business Institute,UG,SM22,Kazakhs,Kazakhstan,Yes,No,No
621-12-7507,Not Disclosed,GRE,325.0,Pass,1.0-1.99,Yes,Off-Campus,No,Virginia Christian UniversityVirginia Christian University,IELP/MSASA,SM22,Asian,India,No,Yes,No
940-73-6465,Female,GRE,332.0,Top Half,3.00-3.24,Yes,College Owned/Operated,No,Franklin UniversityFranklin University,MBA,SM22,White British,United Kingdom,Yes,No,Yes
699-83-7385,Male,GRE,321.0,Top Half,3.75+,No,College Owned/Operated,No,Campbellsville UniversityCampbellsville University - Louisville,IELP/HINF,FA22,White Irish,Ireland,Yes,No,No
731-84-1990,Female,GRE,332.0,Top Quarter,2.50-2.99,No,College Owned/Operated,No,Ivy Tech Community College of IndianaIvy Tech Community Coll - Indianapolis,ENVM,FA22,White Irish,Ireland,Yes,No,Yes
684-81-7788,Male,GRE,305.0,Pass,2.50-2.99,Yes,Off-Campus,No,Grand Valley State UniversityAllendale Campus,EDUC,SM22,Akan ,Ghana,No,Yes,No
773-45-5933,Female,GRE,323.0,Pass,3.00-3.24,Yes,Off-Campus,No,INTERNATIONAL AMERICAN UNIVERSITYLos Angeles Main Campus,IELP/MSASA,SP22,White British,United Kingdom,No,Yes,No
133-68-4095,Female,GRE,319.0,Top Quarter,3.00-3.24,No,College Owned/Operated,No,Washington University of VirginiaWashington Campus,UG,FA22,Arabs,Jordan,Yes,No,No
666-24-2777,Male,GRE,328.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,University of New Haven,IELP/MSASA,SP22,Arabs,Jordan,Yes,No,No
582-96-3372,Female,GRE,322.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Bluedata International InstituteBluedata International Institute,IELP/HINF,FA22,Asian,China,Yes,No,No
116-14-9262,Female,GRE,315.0,Pass,3.25-3.49,Yes,Off-Campus,No,Oakland Community CollegeAuburn Hills Campus,MBA,FA22,Indo-Aryan,Bangladesh,No,Yes,No
769-02-3982,Male,GRE,302.0,Pass,3.25-3.49,Yes,Off-Campus,No,Wilmington UniversityWilson Graduate Center,TESOL,SM22,Kazakhs,Kazakhstan,No,Yes,No
401-44-8151,Male,GRE,311.0,Pass,3.25-3.49,Yes,Off-Campus,No,Gulf Language SchoolNorth American University,IELP/MSASA,FA22,Akan ,Ghana,No,Yes,No
699-06-1293,Female,GRE,316.0,Pass,3.25-3.49,Yes,Off-Campus,No,ASA College - Manhattan Extension Center,IELP/EDUC,SP22,Arabs,Morocco,No,Yes,No
564-35-5169,Female,GRE,295.0,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,"Saint Leo University, Inc.",HINF,FA21,Arabs,Jordan,Yes,No,Yes
669-18-2721,Male,GRE,330.0,Top Quarter,3.00-3.24,No,Off-Campus,No,University of CincinnatiUniversity of Cincinnati,MBA,FA21,Arabs,Saudi Arabia,Yes,No,Yes
563-80-7930,Female,GRE,295.0,Bottom Quarter,3.25-3.49,No,Off-Campus,No,Saint Michael's College,MSESHM,SM22,White Irish,Ireland,Yes,No,Yes
093-40-1906,Male,GRE,317.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Lindsey Wilson CollegeLindsey Wilson College,ENVM,FA21,Voltaiques,Cote D'Ivoire,Yes,No,No
207-52-6689,Male,GRE,303.0,Top Half,3.00-3.24,No,College Owned/Operated,No,"Saint Leo University, Inc.",IELP/MSASA,SP22,Filipino,Philippines,Yes,No,Yes
663-12-8099,Female,GRE,328.0,Pass,2.0-2.49,Yes,Off-Campus,No,University of MissouriMissouri University of Science and Techn,IELP/HINF,FA22,Persians,Iran,No,Yes,No
391-45-3285,Male,GRE,309.0,Top 10,3.25-3.49,No,Off-Campus,No,American English CollegeAmerican English College,UNDG,FA21,Persians,Iran,Yes,No,Yes
779-50-8484,Male,GRE,318.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Brookdale Community CollegeBrookdale Community College,HINF,SP22,Filipino,Philippines,Yes,No,Yes
242-54-1540,Female,GRE,320.0,Pass,3.25-3.49,Yes,Off-Campus,No,Southern Arkansas UniversitySouthern Arkansas University,IELP/MSASA,SM22,Asian,India,No,Yes,No
882-45-4692,Female,GRE,291.0,Pass,2.50-2.99,Yes,Off-Campus,No,Gulf Language School / North American University,UG,FA22,Voltaiques,Cote D'Ivoire,No,Yes,No
425-53-4760,Trans,GRE,317.0,Top Quarter,3.00-3.24,No,Off-Campus,No,American Language AcademyALA Greensboro,TESOL,FA22,Indo-Aryan,Bangladesh,Yes,No,Yes
891-57-2524,Male,GRE,297.0,Pass,1.0-1.99,Yes,Off-Campus,No,Wayne County Community College DistrictWayne County Community College District,IELP/ENVM,SM22,Persians,Iran,No,Yes,No
274-23-1144,Male,GRE,308.0,Pass,1.0-1.99,Yes,Off-Campus,No,University of Fairfax,MSHI,FA21,Asian,India,No,Yes,No
675-06-6678,Male,GRE,332.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Wayne County Community College DistrictWayne County Community College District,UG,SM22,Chhetri ,Nepal,Yes,No,No
257-00-5248,Female,GRE,323.0,Bottom Half,3.75+,No,College Owned/Operated,No,Discovery School LLC dba Discovery Learning CenterDiscovery Learning Center,MBA,FA21,Chhetri ,Nepal,Yes,No,Yes
959-40-2092,Male,GRE,315.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,"Saint Leo University, Inc.",MSHI,SP22,Chhetri ,Nepal,Yes,No,Yes
900-29-1433,Female,GRE,297.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Southern Arkansas University,UG,FA21,Akan ,Ghana,Yes,No,Yes
215-39-3093,Female,GRE,305.0,Top Quarter,3.75+,No,College Owned/Operated,No,University of BridgeportUniversity of Bridgeport,MAE,SM22,African,Congo,Yes,No,Yes
261-23-5796,Male,GRE,316.0,Pass,1.0-1.99,Yes,Off-Campus,No,Trine UniversityTrine University-Detroit MI Regional Ctr,UNDG,SP22,Filipino,Philippines,No,Yes,No
155-75-6744,Female,GRE,298.0,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Brookdale Community College,IELP/UG,FA22,Asian,Pakistan,Yes,No,No
094-45-7385,Male,GRE,326.0,Bottom Half,2.50-2.99,No,College Owned/Operated,No,Brookdale Community College,MBA,SM22,Arabs,Saudi Arabia,Yes,No,No
975-51-2172,Male,GRE,300.0,Top 10,2.50-2.99,No,College Owned/Operated,No,Wayne State CollegeWayne State College,MSHI,SP22,White Irish,Ireland,Yes,No,Yes
071-11-2180,Male,GRE,309.0,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Western Illinois UniversityWestern Illinois University,MHSI,FA21,Akan ,Ghana,No,Yes,Yes
316-11-6622,Male,GRE,300.0,Pass,2.50-2.99,Yes,Off-Campus,No,Campbellsville UniversityCampbellsville University - Louisville,IELP/MSESHM,FA22,Asian,China,No,Yes,No
268-86-4733,Male,GRE,320.0,Top Half,3.00-3.24,No,College Owned/Operated,No,Illinois Eastern Community CollegesWabash Valley College,MAE,SM22,Voltaiques,Cote D'Ivoire,Yes,No,Yes
817-50-1660,Male,GRE,318.0,Pass,3.00-3.24,Yes,Off-Campus,No,Oakland Community CollegeAuburn Hills Campus,MHSI,FA21,Chhetri ,Nepal,No,Yes,No
265-20-7726,Male,GRE,308.0,Top Half,3.00-3.24,Yes,Off-Campus,No,Owens State Community CollegeOwens Community  College at Findlay,UNDG,SM22,White Irish,Ireland,Yes,No,Yes
587-17-9610,Female,GRE,293.0,Pass,3.00-3.24,Yes,Off-Campus,No,New England CollegeNew England College - Henniker Campus,IELP/MBA,SP22,White British,United Kingdom,No,Yes,No
018-20-0236,Male,GRE,334.0,Pass,3.00-3.24,Yes,Off-Campus,No,Washington University of VirginiaWashington Campus,IELP/UNDG,SM22,White Irish,Ireland,No,Yes,No
819-08-7113,Male,GRE,308.0,Top 10,2.50-2.99,No,Off-Campus,No,Wilmington UniversityWilson Graduate Center,MSHI,FA21,Asian,China,Yes,No,Yes
306-02-8645,Male,GRE,323.0,Bottom Half,3.50-3.74,No,College Owned/Operated,No,Rockford UniversityRockford University,MSASA,SM22,Filipino,Philippines,Yes,No,Yes
407-08-8121,Male,GRE,328.0,Top Quarter,3.00-3.24,Yes,College Owned/Operated,No,California Preparatory CollegeCalifornia Preparatory College,TESOL,SP22,Arabs,Morocco,Yes,No,Yes
974-70-3276,Male,GRE,310.0,Top Half,3.75+,No,College Owned/Operated,Yes,"University of Maryland, Baltimore CountyUniversity of Maryland, Baltimore County",IELP/HINF,SP22,Akan ,Ghana,Yes,No,Yes
092-00-7075,Female,GRE,316.0,Top Half,2.50-2.99,No,College Owned/Operated,No,Wayne State CollegeWayne State College,MHSI,FA21,Persians,Iran,Yes,No,Yes
894-83-9566,Male,GRE,324.0,Pass,3.25-3.49,Yes,Off-Campus,No,PC Tech USA & You-Ri INC/ New York English Academy,IELP/TESOL,SM22,Chhetri ,Nepal,No,Yes,No
515-32-0515,Female,GRE,309.0,Pass,3.00-3.24,Yes,Off-Campus,No,Lewis UniversityLewis University-Main Campus,UNDG,SM22,Indo-Aryan,Bangladesh,No,Yes,No
